Method,1MB,10MB,100MB,1000MB
RC4-128,0.0030800998210906982,0.027639599982649088,0.2716767000965774,2.7628520999569446
RC4-192,0.0030434001237154007,0.027741099940612912,0.27375759999267757,2.700251800008118
RC4-256,0.003262900048866868,0.028117199894040823,0.2748108000960201,2.7148543999064714
ChaCha20-256,0.0029545000288635492,0.030550899915397167,0.26912670000456274,2.7041154999751598
