Method,1MB,10MB,100MB,1000MB
CBC-128 with ECC,0.0030202865600585938,0.026003599166870117,0.22282791137695312,2.560077428817749
CBC-192 with ECC,0.0020084381103515625,0.024638891220092773,0.2313826084136963,2.413360357284546
CBC-256 with ECC,0.003016948699951172,0.023652076721191406,0.23669099807739258,2.375209331512451
